,ID,Text,Question,Answer,the answer is in the text,tokenized text,tokenized Answer,Labeled Text
24,3389,The objectives themselves are considered commercially sensitive and will therefore be disclosed on a retrospective basis in next year’s annual report on remuneration (as long as such targets are no longer considered commercially sensitive at that point). This bonus is wholly payable in cash.,Why will the objectives be disclosed retrospectively in next year’s annual remuneration report?,The objectives themselves are considered commercially sensitive,True,"['The', 'objectives', 'themselves', 'are', 'considered', 'commercially', 'sensitive', 'and', 'will', 'therefore', 'be', 'disclosed', 'on', 'a', 'retrospective', 'basis', 'in', 'next', 'year', '’', 's', 'annual', 'report', 'on', 're', '##mu', '##ner', '##ation', '(', 'as', 'long', 'as', 'such', 'targets', 'are', 'no', 'longer', 'considered', 'commercially', 'sensitive', 'at', 'that', 'point', ')', '.', 'This', 'bonus', 'is', 'wholly', 'pay', '##able', 'in', 'cash', '.']","['The', 'objectives', 'themselves', 'are', 'considered', 'commercially', 'sensitive']","[True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
25,3390,Change The Group continues to have significant exposure to buy-to-let lending but is confident in its ability to operate successfully in this evolving environment. It has therefore assessed the overall risk resulting from its reliance on the buy-to-let exposure in the last 12 months as stable.,Why has the overall risk from reliance on buy-to-let exposure been assessed as stable over the last 12 months?,The Group continues to have significant exposure to buy-to-let lending but is confident in its ability to operate successfully in this evolving environment,True,"['Change', 'The', 'Group', 'continues', 'to', 'have', 'significant', 'exposure', 'to', 'buy', '-', 'to', '-', 'let', 'lending', 'but', 'is', 'confident', 'in', 'its', 'ability', 'to', 'operate', 'successfully', 'in', 'this', 'evolving', 'environment', '.', 'It', 'has', 'therefore', 'assessed', 'the', 'overall', 'risk', 'resulting', 'from', 'its', 'reliance', 'on', 'the', 'buy', '-', 'to', '-', 'let', 'exposure', 'in', 'the', 'last', '12', 'months', 'as', 'stable', '.']","['The', 'Group', 'continues', 'to', 'have', 'significant', 'exposure', 'to', 'buy', '-', 'to', '-', 'let', 'lending', 'but', 'is', 'confident', 'in', 'its', 'ability', 'to', 'operate', 'successfully', 'in', 'this', 'evolving', 'environment']","[False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
26,3391,"In civil aftermarket, organic revenue increased by 6%, reflecting good demand for spare parts on large jets and business jets. In large jets, revenue increased by 8% as a result of good growth on Boeing 737, 747 and 787.",What factor led to revenue increasing by 8% in large jets?,"good growth on Boeing 737, 747 and 787",True,"['In', 'civil', 'after', '##market', ',', 'organic', 'revenue', 'increased', 'by', '6', '%', ',', 'reflecting', 'good', 'demand', 'for', 'spare', 'parts', 'on', 'large', 'jets', 'and', 'business', 'jets', '.', 'In', 'large', 'jets', ',', 'revenue', 'increased', 'by', '8', '%', 'as', 'a', 'result', 'of', 'good', 'growth', 'on', 'Boeing', '737', ',', '74', '##7', 'and', '78', '##7', '.']","['good', 'growth', 'on', 'Boeing', '737', ',', '74', '##7', 'and', '78', '##7']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, False]"
27,3392.a,"Non-Executive Chairman’s performance review Dear Shareholder Daniel Kitchen was appointed to the Board in June 2011, and subsequently assumed the role of Chairman at the AGM in July 2011. Consequently, Daniel will complete his six-year term in June 2017.",Why did Daniel Kitchen assumed the role of Chairman at the AGM in July 2011?,Daniel Kitchen was appointed to the Board in June 2011,True,"['Non', '-', 'Executive', 'Chairman', '’', 's', 'performance', 'review', 'Dear', 'S', '##hare', '##holder', 'Daniel', 'Kitchen', 'was', 'appointed', 'to', 'the', 'Board', 'in', 'June', '2011', ',', 'and', 'subsequently', 'assumed', 'the', 'role', 'of', 'Chairman', 'at', 'the', 'AG', '##M', 'in', 'July', '2011', '.', 'Consequently', ',', 'Daniel', 'will', 'complete', 'his', 'six', '-', 'year', 'term', 'in', 'June', '2017', '.']","['Daniel', 'Kitchen', 'was', 'appointed', 'to', 'the', 'Board', 'in', 'June', '2011']","[False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
28,3392.b,"Non-Executive Chairman’s performance review Dear Shareholder Daniel Kitchen was appointed to the Board in June 2011, and subsequently assumed the role of Chairman at the AGM in July 2011. Consequently, Daniel will complete his six-year term in June 2017.",What happened as a result of Daniel Kitchen assuming the role of Chairman at the AGM in July 2011?,Daniel will complete his six-year term in June 2017,True,"['Non', '-', 'Executive', 'Chairman', '’', 's', 'performance', 'review', 'Dear', 'S', '##hare', '##holder', 'Daniel', 'Kitchen', 'was', 'appointed', 'to', 'the', 'Board', 'in', 'June', '2011', ',', 'and', 'subsequently', 'assumed', 'the', 'role', 'of', 'Chairman', 'at', 'the', 'AG', '##M', 'in', 'July', '2011', '.', 'Consequently', ',', 'Daniel', 'will', 'complete', 'his', 'six', '-', 'year', 'term', 'in', 'June', '2017', '.']","['Daniel', 'will', 'complete', 'his', 'six', '-', 'year', 'term', 'in', 'June', '2017']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, False]"
29,3398,"Based on the impact assessment of adopting IFRS 15, management has concluded that there will be no material impact on revenue from adopting this standard.",What was the consequence of the impact assessment of adopting IFRS 15?,management has concluded that there will be no material impact on revenue from adopting this standard,True,"['Based', 'on', 'the', 'impact', 'assessment', 'of', 'adopting', 'IF', '##RS', '15', ',', 'management', 'has', 'concluded', 'that', 'there', 'will', 'be', 'no', 'material', 'impact', 'on', 'revenue', 'from', 'adopting', 'this', 'standard', '.']","['management', 'has', 'concluded', 'that', 'there', 'will', 'be', 'no', 'material', 'impact', 'on', 'revenue', 'from', 'adopting', 'this', 'standard']","[False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False]"
30,3399,"The business risk, and accordingly development risk level, for Alexander is assessed as unchanged since last year. This is mainly because of current interest and activity in the Company’s technology, and the prevailing conditions and outlook for the mining and metals sector.",What are the reasons the business and development risk level for Alexander has been assessed as unchanged since last year?,"current interest and activity in the Company’s technology, and the prevailing conditions and outlook for the mining and metals sector",True,"['The', 'business', 'risk', ',', 'and', 'accordingly', 'development', 'risk', 'level', ',', 'for', 'Alexander', 'is', 'assessed', 'as', 'unchanged', 'since', 'last', 'year', '.', 'This', 'is', 'mainly', 'because', 'of', 'current', 'interest', 'and', 'activity', 'in', 'the', 'Company', '’', 's', 'technology', ',', 'and', 'the', 'prevailing', 'conditions', 'and', 'outlook', 'for', 'the', 'mining', 'and', 'metals', 'sector', '.']","['current', 'interest', 'and', 'activity', 'in', 'the', 'Company', '’', 's', 'technology', ',', 'and', 'the', 'prevailing', 'conditions', 'and', 'outlook', 'for', 'the', 'mining', 'and', 'metals', 'sector']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False]"
31,3400,"The principal advisor to the Committee is Deloitte LLP (Deloitte), who was selected by the Committee in September 2016 by way of a tender process. Minnow Powell receives a pension from Deloitte and, as such, recused himself from all discussions relating to the appointment of Deloitte.",What was the consequence of Minnow Powell receiving a pension from Deloitte?,recused himself from all discussions relating to the appointment of Deloitte,True,"['The', 'principal', 'advisor', 'to', 'the', 'Committee', 'is', 'Del', '##oit', '##te', 'LL', '##P', '(', 'Del', '##oit', '##te', ')', ',', 'who', 'was', 'selected', 'by', 'the', 'Committee', 'in', 'September', '2016', 'by', 'way', 'of', 'a', 'tender', 'process', '.', 'Min', '##no', '##w', 'Powell', 'receives', 'a', 'pension', 'from', 'Del', '##oit', '##te', 'and', ',', 'as', 'such', ',', 're', '##cus', '##ed', 'himself', 'from', 'all', 'discussions', 'relating', 'to', 'the', 'appointment', 'of', 'Del', '##oit', '##te', '.']","['re', '##cus', '##ed', 'himself', 'from', 'all', 'discussions', 'relating', 'to', 'the', 'appointment', 'of', 'Del', '##oit', '##te']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False]"
32,3403,The projected and actual rates differ in part due to reported performance in different tax jurisdictions varying against expectations at the time of the Interim Results.,What caused the projected and actual rates to differ?,reported performance in different tax jurisdictions varying against expectations at the time of the Interim Results,True,"['The', 'projected', 'and', 'actual', 'rates', 'differ', 'in', 'part', 'due', 'to', 'reported', 'performance', 'in', 'different', 'tax', 'jurisdictions', 'varying', 'against', 'expectations', 'at', 'the', 'time', 'of', 'the', 'Inter', '##im', 'Results', '.']","['reported', 'performance', 'in', 'different', 'tax', 'jurisdictions', 'varying', 'against', 'expectations', 'at', 'the', 'time', 'of', 'the', 'Inter', '##im', 'Results']","[False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False]"
33,3404,"The committee considers the annual goodwill impairment review to be a significant judgement area and, as such, reviewed the impairment testing which was undertaken by management during March 2017. The impairment test identified that there was no impairment.",What did the committee do as a result of considering the annual goodwill impairment review to be a significant judgement area?,reviewed the impairment testing which was undertaken by management during March 2017,True,"['The', 'committee', 'considers', 'the', 'annual', 'good', '##will', 'imp', '##air', '##ment', 'review', 'to', 'be', 'a', 'significant', 'judgement', 'area', 'and', ',', 'as', 'such', ',', 'reviewed', 'the', 'imp', '##air', '##ment', 'testing', 'which', 'was', 'undertaken', 'by', 'management', 'during', 'March', '2017', '.', 'The', 'imp', '##air', '##ment', 'test', 'identified', 'that', 'there', 'was', 'no', 'imp', '##air', '##ment', '.']","['reviewed', 'the', 'imp', '##air', '##ment', 'testing', 'which', 'was', 'undertaken', 'by', 'management', 'during', 'March', '2017']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
34,3406.a,"Foreign exchange Stronger producer country currencies had the effect of reducing underlying EBITDA by $0.7 billion, mainly owing to a 9% strengthening of the South African rand and a 4% strengthening of the Chilean peso against the dollar.",What factor contributed to reducing underlying EBITDA?,Stronger producer country currencies,True,"['Foreign', 'exchange', 'Strong', '##er', 'producer', 'country', 'cu', '##rre', '##ncies', 'had', 'the', 'effect', 'of', 'reducing', 'underlying', 'E', '##BI', '##T', '##DA', 'by', '$', '0', '.', '7', 'billion', ',', 'mainly', 'owing', 'to', 'a', '9', '%', 'strengthening', 'of', 'the', 'South', 'African', 'ran', '##d', 'and', 'a', '4', '%', 'strengthening', 'of', 'the', 'Chilean', 'p', '##es', '##o', 'against', 'the', 'dollar', '.']","['Strong', '##er', 'producer', 'country', 'cu', '##rre', '##ncies']","[False, False, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
35,3406.b,"Foreign exchange Stronger producer country currencies had the effect of reducing underlying EBITDA by $0.7 billion, mainly owing to a 9% strengthening of the South African rand and a 4% strengthening of the Chilean peso against the dollar.",What was the effect of the 9% strengthening of the South African rand and the 4% strengthening of the Chilean peso against the dollar?,reducing underlying EBITDA by $0.7 billion,True,"['Foreign', 'exchange', 'Strong', '##er', 'producer', 'country', 'cu', '##rre', '##ncies', 'had', 'the', 'effect', 'of', 'reducing', 'underlying', 'E', '##BI', '##T', '##DA', 'by', '$', '0', '.', '7', 'billion', ',', 'mainly', 'owing', 'to', 'a', '9', '%', 'strengthening', 'of', 'the', 'South', 'African', 'ran', '##d', 'and', 'a', '4', '%', 'strengthening', 'of', 'the', 'Chilean', 'p', '##es', '##o', 'against', 'the', 'dollar', '.']","['reducing', 'underlying', 'E', '##BI', '##T', '##DA', 'by', '$', '0', '.', '7', 'billion']","[False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
36,3407,Farmers confront many challenges in providing food for a rapidly growing and more prosperous world. These challenges include reducing the use of toxic agrochemical products. Biological products are becoming an increasingly important part of the solution because of the benefits they offer.,What is the reason why biological products are becoming an increasingly important part of the solution?,the benefits they offer,True,"['Farmers', 'confront', 'many', 'challenges', 'in', 'providing', 'food', 'for', 'a', 'rapidly', 'growing', 'and', 'more', 'prosperous', 'world', '.', 'These', 'challenges', 'include', 'reducing', 'the', 'use', 'of', 'toxic', 'a', '##gro', '##chemical', 'products', '.', 'Biological', 'products', 'are', 'becoming', 'an', 'increasingly', 'important', 'part', 'of', 'the', 'solution', 'because', 'of', 'the', 'benefits', 'they', 'offer', '.']","['the', 'benefits', 'they', 'offer']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, False]"
37,3413.a,"However, certain other factors contributed to increasing the ETR, primarily impairment of the 6 PM acquisition and costs associated with this acquisition, both of which are non-deductible expenses for tax purposes. Another factor which increased ETR was the non-recognition of losses incurred in Malta, owing to uncertainty over their future",What caused the increase of the ETR?,"impairment of the 6 PM acquisition and costs associated with this acquisition, both of which are non-deductible expenses for tax purposes. Another factor which increased ETR was the non-recognition of losses incurred in Malta",True,"['However', ',', 'certain', 'other', 'factors', 'contributed', 'to', 'increasing', 'the', 'ET', '##R', ',', 'primarily', 'imp', '##air', '##ment', 'of', 'the', '6', 'PM', 'acquisition', 'and', 'costs', 'associated', 'with', 'this', 'acquisition', ',', 'both', 'of', 'which', 'are', 'non', '-', 'de', '##duct', '##ible', 'expenses', 'for', 'tax', 'purposes', '.', 'Another', 'factor', 'which', 'increased', 'ET', '##R', 'was', 'the', 'non', '-', 'recognition', 'of', 'losses', 'incurred', 'in', 'Malta', ',', 'owing', 'to', 'uncertainty', 'over', 'their', 'future']","['imp', '##air', '##ment', 'of', 'the', '6', 'PM', 'acquisition', 'and', 'costs', 'associated', 'with', 'this', 'acquisition', ',', 'both', 'of', 'which', 'are', 'non', '-', 'de', '##duct', '##ible', 'expenses', 'for', 'tax', 'purposes', '.', 'Another', 'factor', 'which', 'increased', 'ET', '##R', 'was', 'the', 'non', '-', 'recognition', 'of', 'losses', 'incurred', 'in', 'Malta']","[False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False]"
38,3413.b,"However, certain other factors contributed to increasing the ETR, primarily impairment of the 6 PM acquisition and costs associated with this acquisition, both of which are non-deductible expenses for tax purposes. Another factor which increased ETR was the non-recognition of losses incurred in Malta, owing to uncertainty over their future",What impact did the uncertainty over their future have?,non-recognition of losses incurred in Malta,True,"['However', ',', 'certain', 'other', 'factors', 'contributed', 'to', 'increasing', 'the', 'ET', '##R', ',', 'primarily', 'imp', '##air', '##ment', 'of', 'the', '6', 'PM', 'acquisition', 'and', 'costs', 'associated', 'with', 'this', 'acquisition', ',', 'both', 'of', 'which', 'are', 'non', '-', 'de', '##duct', '##ible', 'expenses', 'for', 'tax', 'purposes', '.', 'Another', 'factor', 'which', 'increased', 'ET', '##R', 'was', 'the', 'non', '-', 'recognition', 'of', 'losses', 'incurred', 'in', 'Malta', ',', 'owing', 'to', 'uncertainty', 'over', 'their', 'future']","['non', '-', 'recognition', 'of', 'losses', 'incurred', 'in', 'Malta']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False]"
39,3417,"The Group has a relatively low level of borrowings and, as such, interest rate risk is not considered material when assessing the Group’s longer-term prospects.",Why is interest rate risk not considered material when assessing the Group’s longer-term prospects?,The Group has a relatively low level of borrowings,True,"['The', 'Group', 'has', 'a', 'relatively', 'low', 'level', 'of', 'borrow', '##ings', 'and', ',', 'as', 'such', ',', 'interest', 'rate', 'risk', 'is', 'not', 'considered', 'material', 'when', 'assessing', 'the', 'Group', '’', 's', 'longer', '-', 'term', 'prospects', '.']","['The', 'Group', 'has', 'a', 'relatively', 'low', 'level', 'of', 'borrow', '##ings']","[True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
40,3419,"g. Provision C3- 1 – Due to the size of the Board, the Chairman of the Company is also the Chairman of the Audit Committee. The recommendation in the Code is that the Chairman of the Company can be a member of the Audit Committee",What is the reason why the Chairman of the Company is also the Chairman of the Audit Committee?,the size of the Board,True,"['g', '.', 'Pro', '##vision', 'C', '##3', '-', '1', '–', 'Due', 'to', 'the', 'size', 'of', 'the', 'Board', ',', 'the', 'Chairman', 'of', 'the', 'Company', 'is', 'also', 'the', 'Chairman', 'of', 'the', 'Audi', '##t', 'Committee', '.', 'The', 'recommendation', 'in', 'the', 'Code', 'is', 'that', 'the', 'Chairman', 'of', 'the', 'Company', 'can', 'be', 'a', 'member', 'of', 'the', 'Audi', '##t', 'Committee']","['the', 'size', 'of', 'the', 'Board']","[False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
41,3424,"The Remuneration Policy Report 2017 is reproduced exactly as published in the Annual Report 2016 and as approved by shareholders at the 2017 AGM. Therefore, as the content remains the same the page numbers, examples and illustrations are necessarily historical.","Why are the page numbers, examples and illustrations necessarily historical?",the content remains the same,True,"['The', 'Re', '##mu', '##ner', '##ation', 'Policy', 'Report', '2017', 'is', 'reproduced', 'exactly', 'as', 'published', 'in', 'the', 'Annual', 'Report', '2016', 'and', 'as', 'approved', 'by', 'shareholders', 'at', 'the', '2017', 'AG', '##M', '.', 'Therefore', ',', 'as', 'the', 'content', 'remains', 'the', 'same', 'the', 'page', 'numbers', ',', 'examples', 'and', 'illustrations', 'are', 'necessarily', 'historical', '.']","['the', 'content', 'remains', 'the', 'same']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False]"
42,3425,The Group actively seeks to increase its share in the outpatient and planned medical services markets and thus reduce its dependence on the state insurance programme.,Why does the Group seek to reduce its dependence on the state insurance programme?,The Group actively seeks to increase its share in the outpatient and planned medical services markets,True,"['The', 'Group', 'actively', 'seeks', 'to', 'increase', 'its', 'share', 'in', 'the', 'out', '##patient', 'and', 'planned', 'medical', 'services', 'markets', 'and', 'thus', 'reduce', 'its', 'dependence', 'on', 'the', 'state', 'insurance', 'programme', '.']","['The', 'Group', 'actively', 'seeks', 'to', 'increase', 'its', 'share', 'in', 'the', 'out', '##patient', 'and', 'planned', 'medical', 'services', 'markets']","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False]"
43,3426,"The Society is proud that over 60% of its workforce is female. However, there are more men than women in our more senior and, therefore, more highly paid roles, meaning there is a gender pay gap.",What is the effect of there being more men than women in their more senior?,"more highly paid roles, meaning there is a gender pay gap",True,"['The', 'Society', 'is', 'proud', 'that', 'over', '60', '%', 'of', 'its', 'workforce', 'is', 'female', '.', 'However', ',', 'there', 'are', 'more', 'men', 'than', 'women', 'in', 'our', 'more', 'senior', 'and', ',', 'therefore', ',', 'more', 'highly', 'paid', 'roles', ',', 'meaning', 'there', 'is', 'a', 'gender', 'pay', 'gap', '.']","['more', 'highly', 'paid', 'roles', ',', 'meaning', 'there', 'is', 'a', 'gender', 'pay', 'gap']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, True, False]"
44,3428.a,"Risk Management Framework Operating in the construction industry, risk is at the heart of everything we do. We therefore have well-embedded risk and control processes in place to manage both material and day-to-day circumstances.",What factor leads to risk being at the heart of everything they do?,Operating in the construction industry,True,"['Risk', 'Management', 'Framework', 'Operating', 'in', 'the', 'construction', 'industry', ',', 'risk', 'is', 'at', 'the', 'heart', 'of', 'everything', 'we', 'do', '.', 'We', 'therefore', 'have', 'well', '-', 'embedded', 'risk', 'and', 'control', 'processes', 'in', 'place', 'to', 'manage', 'both', 'material', 'and', 'day', '-', 'to', '-', 'day', 'circumstances', '.']","['Operating', 'in', 'the', 'construction', 'industry']","[False, False, False, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
45,3428.b,"Risk Management Framework Operating in the construction industry, risk is at the heart of everything we do. We therefore have well-embedded risk and control processes in place to manage both material and day-to-day circumstances.",Why do they have well-embedded risk and control processes in place to manage material and day-to-day circumstances?,risk is at the heart of everything we do,True,"['Risk', 'Management', 'Framework', 'Operating', 'in', 'the', 'construction', 'industry', ',', 'risk', 'is', 'at', 'the', 'heart', 'of', 'everything', 'we', 'do', '.', 'We', 'therefore', 'have', 'well', '-', 'embedded', 'risk', 'and', 'control', 'processes', 'in', 'place', 'to', 'manage', 'both', 'material', 'and', 'day', '-', 'to', '-', 'day', 'circumstances', '.']","['risk', 'is', 'at', 'the', 'heart', 'of', 'everything', 'we', 'do']","[False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
46,3432.a,"How our people behave is what determines whether we and our members prosper, so our culture is fundamentally important. We have seen all too many examples of bad things happening when companies do not behave as they say they will.",What factor determines whether they and their members prosper?,How our people behave,True,"['How', 'our', 'people', 'behave', 'is', 'what', 'determines', 'whether', 'we', 'and', 'our', 'members', 'pro', '##sper', ',', 'so', 'our', 'culture', 'is', 'fundamental', '##ly', 'important', '.', 'We', 'have', 'seen', 'all', 'too', 'many', 'examples', 'of', 'bad', 'things', 'happening', 'when', 'companies', 'do', 'not', 'behave', 'as', 'they', 'say', 'they', 'will', '.']","['How', 'our', 'people', 'behave']","[True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
47,3432.b,"How our people behave is what determines whether we and our members prosper, so our culture is fundamentally important. We have seen all too many examples of bad things happening when companies do not behave as they say they will.",Why is their culture fundamentally important?,How our people behave is what determines whether we and our members prosper,True,"['How', 'our', 'people', 'behave', 'is', 'what', 'determines', 'whether', 'we', 'and', 'our', 'members', 'pro', '##sper', ',', 'so', 'our', 'culture', 'is', 'fundamental', '##ly', 'important', '.', 'We', 'have', 'seen', 'all', 'too', 'many', 'examples', 'of', 'bad', 'things', 'happening', 'when', 'companies', 'do', 'not', 'behave', 'as', 'they', 'say', 'they', 'will', '.']","['How', 'our', 'people', 'behave', 'is', 'what', 'determines', 'whether', 'we', 'and', 'our', 'members', 'pro', '##sper']","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
48,3433,"In view of its non-executive nature and the requirements of the Articles of Association, that all Directors are subject to retirement by rotation, the Board does not consider it appropriate for the Directors to be appointed for a specified term as recommended by provision B.2.3 of the UK Code.",What determines that the Board does not consider it appropriate for the Directors to be appointed for a specified term as recommended by provision B.2.3 of the UK Code?,"its non-executive nature and the requirements of the Articles of Association, that all Directors are subject to retirement by rotation",True,"['In', 'view', 'of', 'its', 'non', '-', 'executive', 'nature', 'and', 'the', 'requirements', 'of', 'the', 'Articles', 'of', 'Association', ',', 'that', 'all', 'Directors', 'are', 'subject', 'to', 'retirement', 'by', 'rotation', ',', 'the', 'Board', 'does', 'not', 'consider', 'it', 'appropriate', 'for', 'the', 'Directors', 'to', 'be', 'appointed', 'for', 'a', 'specified', 'term', 'as', 'recommended', 'by', 'provision', 'B', '.', '2', '.', '3', 'of', 'the', 'UK', 'Code', '.']","['its', 'non', '-', 'executive', 'nature', 'and', 'the', 'requirements', 'of', 'the', 'Articles', 'of', 'Association', ',', 'that', 'all', 'Directors', 'are', 'subject', 'to', 'retirement', 'by', 'rotation']","[False, False, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
49,3434,"The proportion of the Group’s profits made in the US is increasing which increases the level of risk when exchange rates fluctuate. Exchange rates have also continued to prove volatile, particularly in light of the ongoing uncertainty over Brexit.",What reason has particularly affected the continued volatility of exchange rates?,the ongoing uncertainty over Brexit,True,"['The', 'proportion', 'of', 'the', 'Group', '’', 's', 'profits', 'made', 'in', 'the', 'US', 'is', 'increasing', 'which', 'increases', 'the', 'level', 'of', 'risk', 'when', 'exchange', 'rates', 'flu', '##ct', '##uate', '.', 'Exchange', 'rates', 'have', 'also', 'continued', 'to', 'prove', 'volatile', ',', 'particularly', 'in', 'light', 'of', 'the', 'ongoing', 'uncertainty', 'over', 'B', '##re', '##xi', '##t', '.']","['the', 'ongoing', 'uncertainty', 'over', 'B', '##re', '##xi', '##t']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, False]"
50,3437.a,"Following a thorough and comprehensive review, we believe that our Remuneration Policy continues to be appropriate, and are therefore proposing the Policy remains broadly unchanged. In recognition of emerging best practice, we have updated our Policy to reduce the pension contribution for new Executive Director appointments to 15%",What impact had the thorough and comprehensive review?,we believe that our Remuneration Policy continues to be appropriate,True,"['Following', 'a', 'thorough', 'and', 'comprehensive', 'review', ',', 'we', 'believe', 'that', 'our', 'Re', '##mu', '##ner', '##ation', 'Policy', 'continues', 'to', 'be', 'appropriate', ',', 'and', 'are', 'therefore', 'proposing', 'the', 'Policy', 'remains', 'broadly', 'unchanged', '.', 'In', 'recognition', 'of', 'emerging', 'best', 'practice', ',', 'we', 'have', 'updated', 'our', 'Policy', 'to', 'reduce', 'the', 'pension', 'contribution', 'for', 'new', 'Executive', 'Director', 'appointments', 'to', '15', '%']","['we', 'believe', 'that', 'our', 'Re', '##mu', '##ner', '##ation', 'Policy', 'continues', 'to', 'be', 'appropriate']","[False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
