ID,Text,Question,Answer
2283,"Healthcare is based on self and spouse cover. The car benefit is subject to a maximum of lease costs of £5,904 pa (reduced from £6,780 due to a move from 3 year to 4 year lease) or cash allowance of £7,500 pa.","Why were lease costs reduced from £6,780 to £5,904 per year?",a move from 3 year to 4 year lease) cash allowance of £7
5222.1,These are some of the Intertek strengths that enable us to live and fulfil our Core Purpose of 'Bringing Quality and Safety to Life'. But they would not be so effective without a clearly defined organisational structure based around an operating model that always puts the customer first.,What do Intertek's strengths facilitate?,and ulf our Core Purpose of 'Bringing Quality and Safety to Life' that
2333,"Stalbridge's flexible and responsive approach is very well received by their clients. Given that Stalbridge's operating model has no long term customer contracts, a real focus is placed on customer satisfaction and building a reputation for providing very high service levels.",What does it entail that Stalbridge's operating model has no long-term customer contracts?,a real focus is placed on customer satisfaction and building a reputation for providing very high service levels
1952,"Studies show that the need for new infrastructure and the repair of existing is a huge spend requirement globally, requiring sums of money that governments will find it difficult to raise. It is therefore likely that private sector capital will continue to be used to fund infrastructure investment.",Why is it likely that private sector capital will continue to be used to fund infrastructure investment?,"Studies show that the need for new infrastructure and the repair of existing is a huge spend requirement globally, requiring sums of money that governments will find it difficult to raise"
1671,"Considered management's assessment of the carrying value of the capitalised amounts, in light of project revisions and the benefits expected to be realised.",What were the implications of project revisions and the benefits expected to be realised?,Considered management's assessment of the carrying value of the capitalised amounts in
1337.b,"Macfarlane Group uses total turnover (£000) in the reporting period to calculate the intensity ratio, as this allows emissions to be monitored over time taking into account changes in the size of the Group. This factor was chosen because it provides the greatest degree of accuracy.",What led them to choose total turnover as the factor?,it provides the greatest degree of accuracy
5076.2,Suppliers that are being monitored and assessed due to identification of a serious breach are periodically reported to and reviewed by the Board. In 2016 we completed a quantitative analysis of material social risks in our worldwide supply chain. Suppliers were ranked against human and labour rights identified by internationally agreed standards and credible data taking account of geography and product.,"What is the reason for the monitoring and assessment of the suppliers, which are periodically reported to and reviewed by the Board?",identification of a serious breach
3667.b,"Gross margins declined primarily as a result of the revenue mix, which included an increase in lower margin partnered services and disposal revenues as we optimised our hire fleet.",What was the effect of them optimizing their hire fleet?,"Gross margins declined primarily the revenue mix, which included an increase in lower margin partnered services and disposal revenues"
5461.a,"Further, due to the Group's global operations, there is expected to be a significant impact on timing of disposal due to political and macroeconomic factors.",What do the Group's global operations translate into?,there is expected to be a significant impact on timing of disposal due political and macroeconomic factors
5042.1,"Following a review of that ""long-list"" by the independent Non-Executive Directors and a meeting with Warren Partners, a ""short-list"" of eight candidates was identified. Warren Partners interviewed and provided feedback on all ""short-list"" candidates, resulting in a refined list of five candidates. The independent Non-Executive Directors interviewed all five candidates pursuant to which they identified a preferred candidate.",What motivated the refined list of five candidates?,"a Warren Partners interviewed and provided feedback on all ""short-list"" candidates"
1645,"Other operating costs, excluding depreciation and amortisation, were £27.4 million (FY2015/16: £27.5 million) and excluding consolidated fund expenses fell by 10% to £22.5 million (FY2015/16: £25. 1 million). This reduction was due to an ongoing focus on controlling discretionary expenditure, such as travel, and other operating costs such as insurance.",What were the consequences of an ongoing focus on controlling discretionary expenditure and other operating costs?,"Other operating costs, excluding depreciation and amortisation, were £27.4 million (FY2015/16: £27.5 million) and excluding consolidated fund expenses fell by 10% to £22.5 million (FY2015/16: £25. 1 million)"
1078,"Due to the seasonality of our sales, we experience a large working capital swing during the year. Our committed funding addresses this and we believe is conservative.",What was the consequence of the seasonality of their sales?,we experience a large working capital swing during the year
1622,"As a result of the mitigations in place, the exposure to this risk has decreased sufficiently for the Board to consider that it is not currently a principal risk. Risks and uncertainties where the net impact has increased since prior year, and which are now considered principal risks and uncertainties.",What did the mitigations in place lead to?,the exposure to this risk has decreased sufficiently for the Board to consider that it is not currently a principal risk
2984,"Communication is key to innovation in our business. Breaking down silos and sharing best practice allows us to leverage the expertise in our business and provide the best service to our customers. Because of this, DS Smith invested in enhancing our communication and collaboration platforms",What factor led DS Smith to invest in enhancing their communication and collaboration platforms?,Breaking down silos and sharing best practice allows us to leverage the expertise in our business and provide the best service to our customers
2600,"Gross profit for the year was $35.5m (2016: $35.1m), while gross margin reduced from 61.6% to 59.3%, due to a combination of lower rates and a greater relative contribution from lower-margin H2 revenue compared to 2016.",What is the effect of a combination of lower rates and a greater relative contribution from lower-margin H2 revenue compared to 2016?,"Gross profit for the year was $35.5m (2016: $35.1m), while gross margin reduced from 61.6% to 59.3%"
938,We generated just under 1.2 million tonnes of waste this year which is a 16% increase on 2016. 71% of this was recycled and therefore diverted from landfill. We have also increased the amount of recycled waste by 6% and non-hazardous waste increased by 55% this year.,What prompted us to infer that a percentage of the generated 1.2 million tonnes of waste was diverted from landfill?,a 16% increase on 2016 71% of this was recycled We 6
3571,"As a result of these procedures, we concluded that the basis on which the tax losses have been recognised is appropriate, although conservative.",What did these procedures entail?,"we concluded that the basis on which the tax losses have been recognised is appropriate, although conservative"
6180.3,"The Committee considers that the 1.39 times the Final Determination stretch target remains challenging because it requires very significant outperformance on customer ODIs, financing and total expenditure efficiencies.",What is the reason the Committee considers the 1.39 times Final Determination stretch target to remain challenging?,"it requires very significant outperformance on customer ODIs, financing and total expenditure efficiencies"
5090,"In the prior year, other operating income was excluded from our definition of underlying performance. This income is an integral feature of the replacement of meters, particularly prevalent during the current smart domestic rollout, and will occur on an ongoing basis. It is therefore the Board's intention to present our underlying performance including this income.",What factors influence the Board's decision to present the underlying performance including operating income?,"This income is anintegral feature of the replacement of meters, particularly prevalent during the current smart domestic rollout, and willoccur on an ongoing basis"
2051,"NCC Group understands that organisations are using an increased number of suppliers, and on-site audits for the whole supply chain are not financially or operationally feasible. NCC Group has therefore developed a risk-based approach to help organisations gain assurance that information security risks and requirements, such as GDPR, are managed effectively.","What factors account for NCC Group's development of a risk-based approach to reassure organisations that information security risks and requirements, such as GDPR, are managed effectively?","NCC Group understands that organisations are using an increased number of suppliers, and on-site audits for the whole supply chain are not financially or operationally feasible"
4000,"Foreign exchange management Due to the international reach of the Group, currency transaction exposures exist. The Group has a policy in place to hedge between 75% and 100% of local foreign currency exposures on a quarterly basis, and may further hedge material firm commitments and a proportion of highly probable",Why do currency transaction exposures exist?,the international reach of the Group in to hedge between 75% 100 exposure basis and a proportion of highly
5391,"Net debt increased by £3.1 million to £13.0 million (31 May 2016: £9.9 million), reflecting the capital investment in the year of £9.4 million partly offset by the strong underlying cash generation of the Group resulting from a combination of the trading performance and further reductions in working capital.",What factors contribute to the Group's strong underlying cash generation?,a combination of the trading performance and further reductions in working capital
5247.2,"Cash at bank closed at $128.4 million, an increase of $32.3 million on the position at 31 December 2016. Free cash flow more than doubled as a result of increased profit, and a reduced level of working capital.",What factors drove the free cash flow more than doubling?,"increased profit, and areduced level of working capital"
5238.a,"The Risk Oversight Committee helps the Board provide leadership, direction and oversight of our risk governance and management. It also helps the Board foster a culture that emphasises and demonstrates the benefits of a risk-based approach to risk management and internal control when creating FANS.",What does the Risk Oversight Committee enable for the Board?,"the Board provide leadership, direction and oversight of our risk governance and management a culture that emphasises and demonstrates the benefits of a risk-based approach to risk management and internal control when creating FANS"
2279.a,"Sales growth Customers are choosing to shop across channels and are using convenience and online more frequently, leading to a decline in supermarket sales. It is therefore important that we invest strategically so that we can serve our customers whenever, however and wherever they want.",What is causing the decline in supermarket sales?,growth Customers are choosing to shop across channels and are using convenience and online more frequently
3251,Stephen Inglis received no remuneration from the Company due to his position as Chief Executive Officer of the Asset Manager.,What impact did Stephen Inglis's position as Chief Executive Officer of the Asset Manager have?,Stephen Inglis received no remuneration from the Company
5233.b,"There was strong growth in Dairy products, in Sauces through barrier products as the conversion from glass and metal to plastic continues. On the other hand, the market for Spreads, in which RPC has a strong market position, showed some decline as butter has gained market share.","What explains the decline in the market for Spreads, in which RPC has a strong market position?",from glass and to plastic butter has gained market share
5074.2.a,"Inferred resources increased, while measured and indicated resources decreased due to depletion and a higher cut-off grade. Gold and silver reserves decreased as a result of the increased cut-off grade.",What is the decrease in measured and indicated resources owed to?,depletion and a higher cut-off grade
5370,"The Board concluded that SANNE's knowledge of the Channel Islands employment market was significantly greater than that possessed by search firms traditionally used for FTSE250 board-level appointments. The Board, therefore, decided to use internal search resources to identify suitable candidates. It was agreed that there was no conflict of interest in using internal resources.",Why did the Board decide to use internal search resources to identify suitable candidates?,The Board concluded that SANNE's knowledge of the Channel Islands employment market was significantly greater than that possessed by search firms traditionally used for FTSE250 board-level appointments
6066,The UK average salary and bonus per employee increased from 2016 to 2017 due to an increase in the proportion of senior employees following the sale of the yarns business.,What does the increase in salary and bonus per employee from 2016 to 2017 in the UK stem from?,an increase in the proportion of senior employees following thesale of the yarns business
3319,"Market risk is the risk that the value of investments will change due to the overall performance of financial markets or macro-economic factors. It cannot be eliminated through diversification, though it can be hedged against. The Company's policy on hedging is set out on page 7.","In market risk, what leads to the change in the value of investments?",the overall performance of financial markets or macro-economic factors
6023.b,"Taking into account this feedback from shareholders, the Committee has increased the weighting of the EPS measure and reduced the weighting of the adjusted operating profit measure, whilst keeping the total percentage of the bonus based on profit measures the same as last year (85%). The Committee has also determined that the Group employee retention measure is no longer as relevant to measuring the success of the business and it will therefore not be used as a measure for the 2017/18 ABP. Instead, there will be an increased weighting on working capital management, which remains a focus for management. The Committee is aware of the current trend of a ""simplification"" of incentive arrangements in the UK listed environment. These changes reduce the number of performance measures used (from four to three), therefore simplifying the arrangements in place at Volution. The performance measures and weightings for the year ended 31 July 2018 will therefore become adjusted operating profit (35%), adjusted EPS (50%) and working capital management (15%). The targets set for the year ended 31 July 2018 will be disclosed in the next Annual Report on Remuneration, unless they remain commercially sensitive.",What is the outcome of the changes reducing the number of performance measures used (from four to three)?,"TheCommittee has also determined that the Group employee retention measure is no longer as relevant to measuring the success ofthe business an weighting on management aware of the current trend of a ""simplification"" of incentive arrangements in the UK listed environment"
3267,"The Board has the primary responsibility for identifying the major risks facing the Group. The Board has adopted a schedule of matters which are required to be brought to it for decision, thus ensuring that it maintains full and effective control over appropriate strategic, financial, organisational and compliance","Why does the Board ensure that it maintains full and effective control over appropriate strategic, financial, organisational, and compliance matters?",The Board has adopted a schedule of matters which are required to be brought to it for decision
6168.3,"The International division's organic operating profit declined by 12.9% at constant exchange rates, reflecting the headwinds from the unrecovered costs due to the industry‑wide grounding of Airbus EC225 helicopters, continued margin pressure in the oil and gas sector on contract renewals, and competitive pressures in the South African equipment business.","What factors are accountable for the 12.9% decline in the International division's organic operating profit at constant exchange rates, reflecting headwinds from unrecovered costs?","the industry‑wide grounding of Airbus EC225 helicopters, continued margin pressure in the oil and gas sector on contract renewals, and competitive pressures in the South African equipment business"
3688.b,"The value of the October 2013 Bonus-Linked Shares vesting was £325,098.45 for Dave Shemmans, and £148,082.29 for Mark Garrett inclusive of an additional compensatory cash payment (Dave Shemmans: £4,468.25; Mark Garrett: £2,035.29) made because, due to a technical timing issue, these awards did not receive any benefit from the November 2016 final dividend.",What was the reason these awards did not receive any benefit from the November 2016 final dividend?,"The value of the October 2013 Bonus-Linked Shares vesting was £325,098.45 for Dave Shemmans, and £148,082.29 for Mark Garrett inclusive of an additional compensatory cash payment (Dave Shemmans: £4,468.25; Mark Garrett: £2,03529 a technical timing issue"
3603,"The Board decided to proceed with the Return of Value in the manner described in the Circular because, like the previous B share schemes implemented by the Company, the Tender Offer allows all shareholders to participate on a pro rata basis if they wish",What was the reason the Board decided to proceed with the Return of Value as described in the Circular?,"like the previous B share schemes implemented by the Company, the Tender Offer allows all shareholders to participate on a pro rata basis if they wish"
5374.2,"US expenses grew 33% to £33.9m, due mainly to increased staff costs. Elsewhere, the Group's corporate and other costs grew by £4.3m to reflect higher staff costs.",What was the primary reason for the 33% growth in US expenses to £33.9m?,increased staff costs
5175.2.b,"The favourable currency impact on revenue has been offset by an equivalent adverse currency impact on cost of goods, reflecting the Group's broadly natural hedge profile. Notwithstanding this impact, contribution margin % has improved, mainly due to the increase of owned brands in our product mix. The overall re-shaping of the business towards stronger growth and margins has enabled us to deliver a close to three-fold increase in underlying operating profit to £5.6m (2016: 2.0m).",What has the overall re-shaping of the business towards stronger growth and margins facilitated?,the of brands in us to deliver a close to three-fold increase in underlying operating profit to £5.6m (2016: 2.0m)
5348,"Having robust governance processes provides management with a platform to deliver the other aspects of the business strategy. As a result, a significant proportion of management's time and attention continues to be focused on ensuring that both the existing governance processes, coupled with future developments, are delivered.",What are the consequences of management having a platform provided by robust governance processes to support the delivery of the business strategy?,", a significant proportion of management's time and attention continues to be focused on ensuring that both the existing governance processes, coupled with future developments, are delivered"
891.b,"• Under the new policy, awards will be made as PSUs only and therefore the use of performance-based SARs will be discontinued. • As a result, the maximum opportunity level has been reduced to 600 percent of salary from 840 percent.",What caused the reduction of the maximum opportunity level to 600 percent of salary from 840 percent?,"Under the new policy, awards will be made as PSUs only and therefore the use of performance-based SARs will be discontinued"
1437,"Includes amortisation of debt issue costs, unwinding of the discount on provisions and imputed interest. Net cash inflow from operating activities was £470.6m, representing an increase of 25.7% from £374.5m in the prior year. This increase is owing to lower investment in working capital and the additional EBITDA generated.",What did lower investment in working capital and the additional EBITDA generated result in?,"Net cash inflow from operating activities was £470.6m, representing an increase of 25.7% from £374.5m in the prior year increase"
3302.a,– Loss of competitive advantage due to an inability to attract and retain Top Talent. – Loss of intellectual capital due to poor retention of talent.,What caused the loss of competitive advantage?,an inability to attract and retain Top Talent. of
2858,"Trading property is carried on the consolidated balance sheet at the lower of cost and market value, therefore valuation surpluses on trading property are not recorded. Any unrecognised surplus is however reflected within the EPRA net asset value measure.",Why are valuation surpluses on trading property not recorded?,Trading property is carried on the consolidated balance sheet at the lower of cost and market value
1285,These are amounts invoiced in year. This differs from revenue as defined by IFRS due to the release of deferred income in relation to license payments and maintenance agreements and accrued income in relation to work in progress.,What causes the amounts invoiced to differ from revenue as defined by IFRS?,the release of deferred income in relation to license payments and maintenance agreements and accrued income in relation to work in progress
3610,"Salaries were £39.0m (2016: £30.4m) as average headcount increased 11% from 215 to 238. This increase is directly related to investing in our capital market investments strategies, the ICG Enterprise Trust team and our operations infrastructure.",What led to average headcount increasing 11% from 215 to 238?,"Salaries were £39.0m (2016: £30.4m investing in our capital market investments strategies, the ICG Enterprise Trust team and our operations infrastructure"
3839.b,Free cash flow 2 for the year of £71.1 million was £12.6 million higher than the previous year. This was largely due to expenditure on core capital (excluding development projects) being £11.3 million lower than 2016 as a number of projects were rephased from the latter half,Why was expenditure on core capital £11.3 million lower than in 2016?,Free cash flow 2 for the year of £71.1 million £126 the year a number of projects were rephased from the latter half
5290,"Group borrowings were £53.4m at the end of 2017 and, with net cash balances of £78.8m including the other financial asset comprising a treasury deposit, resulted in a closing net cash position of £25.4m, as compared with a net cash level of £32.3m at the end of 2016.","What factors contributed to the closing net cash position of £25.4m, compared to late 2016's £32.3m?","Group borrowings were £53.4m at the end of 2017 and, with net cash balances of £78.8m including the other financial asset comprising a treasury deposit"
2682,"The Group holds material balances relating to investments in associates and available for sale amounting to £30.4m. As a result of the impairment review at year-end, the Group recognised an impairment charge of £2.3m.",What caused the Group to recognise an impairment charge of £2.3m?,the impairment review at year-end
2507,"(2) Escondida – The decrease in Mineral Resources is mainly due to an update of the ultimate pit in response to lower copper price forecast and includes 70,000m of additional drill hole data.",What is the reason behind the decrease in Mineral Resources?,"an update of the ultimate pit in response to lower copper price forecast and includes 70,000m of additional drill hole data"
753,"Seek to mitigate the impact of short-term movements in currency on the businesses by hedging short-term exposures progressively based on their maturity. However, large or prolonged movements in exchange rates may have a material adverse effect on the Group's businesses, operating results, financial condition and/or prospects.",What causes the mitigation of the impact of short-term movements in currency on the business?,hedging short-term exposures progressively based on their maturity
1919,Community unrest at Barberton due to poor governmental service in surrounding villages which affected the mining operations in the first half of the financial year.,What drove community unrest at Barberton?,poor governmental service in surrounding villages which affected the mining operations in the first half of the financial year
8844,"An interim dividend of 4.90p per ordinary share was paid in May 2017. The Group has continued to strengthen and deliver very positive results, with very strong cash generation and a balance sheet that is growing in resilience. Despite the continued uncertain economic environment, the Board is confident in the outlook for the Group and therefore proposes a full-year dividend of 14.70p, a 1.4% increase on the full-year dividend for 2016.","Why does the Board propose a full-year dividend of 14.70p, which is a 1.4% increase from the full-year dividend for 2016?",Despite the continued uncertain economic environment the Board is confident in the outlook for the Group
1816,"Paul Daccus has an interest in the shares held by Sun Capital Partners Management V, LLC, which holds 41.5% of the ordinary share capital and voting rights in the Company as a result of his partnership in Sun European Partners LLP.",What does Paul Daccus's partnership in Sun European LLP lead to?,"Paul Daccus has an interest in the shares held by Sun Capital Partners Management V, LLC, which holds 41.5% of the ordinary share capital and voting rights in the Company"
5175.1,"In the Group's manufacturing business, revenues continued to perform solidly on the back of a stream of innovative new product launches. Revenue growth was 36% at £74.3m (2016: £54.5m), and 8% excluding the acquisition of The Brand Architekts which completed on 27 June 2016.",What arose from the ongoing solid performance of revenues in the Group's manufacturing business?,of a stream of innovative new product launches Revenue 743m (2016 54m The kt
3974,"Dividends paid to shareholders were £19.1 million in the year compared to £5.9 million in 2016, the increase mainly being due to the supplementary dividend of £13.1 million paid during the year.",What caused dividends paid to shareholders to increase to £19.1 million in the year from £5.9 million in 2016?,the supplementary dividend of £13.1 million paid during the year
3126.b,"Asset management sales and staircasing performed strongly this year, contributing £8.6 m (2016: £3.5m) to the overall surplus. This result is driven in part by increased numbers of units sold and in part by higher surplus per property due to the type of dwelling sold.",What caused a higher surplus per property?,increased the type of dwelling sold
1625,"There has been no change in the capital structure during the year (other than a new hire purchase agreement described in the cash flow and cash position section on page 20), and therefore the £0.2m net interest charge was in line with the previous year's charge.",What is the effect of there being no changes in the capital structure during the year?,than a new hire purchase agreement described in the cash flow and cash position section on page 20) the £0.2m net interest charge was in line with the
1284.b,"Recognising that women are under-represented in our workforce (see Diversity below), we implement rules for the compensation of non-unionised employees based on gender-independent salary ranges. Currently, any differences in the compensation of men and women are primarily due to different seniorities.",What is the primary reason for any current difference in the compensation of men and women?,different seniorities
2534,"The Group is making investments to strengthen its representation in continental Europe. These investments support the Group's preparations for different Brexit scenarios. In light of the investments being made and the preparatory work that has been undertaken, we do not anticipate that Brexit will materially impact our ability to serve",What is the expected impact of the investments being made and the preparatory work that has been undertaken?,we do not anticipate that Brexit will materially impact our ability to serve
1434.a,Clontarf had held a 3% royalty on revenue arising from future operations on the Block. Clontarf did not incur any liabilities as a result of Union Oil's decision but wrote off the carrying value of the asset in the financial statements for the year ending 31 December 2017.,What was the origin of Clontarf's 3% royalty on revenue?,future operations on the Block
1742.a,"A lengthy recruitment process resulted from the Board's requirement for an extensive list of candidates to satisfy its focus on gender and ethnicity. Consequently, all shortlists derived from the search and nomination process for new board members were balanced in terms of age, gender, skills, and experience.",What accounts for a lengthy recruitment process?,the Board's requirement for an extensive list of candidates to satisfy its focus on gender and ethnicity
2264,"2. Due to prior commitments arising before she joined the Board, Tatjana May was unable to attend the ad hoc Board meeting held in May 2017. She received papers for the meeting ahead of the meeting and had the opportunity to provide comments to the Chairman ahead of the meeting.",What caused Tatjana May to be unable to attend the ad hoc Board meeting that took place in May 2017?,prior commitments arising before she the She received papers meeting
3813,Performance during the year resulted in a potential bonus of 110% of salary (100% in respect of Chris Tinker) out of a maximum bonus potential of 125% of salary (100% for Chris Tinker).,What was the effect of performance during the year?,a potential bonus of 110% of salary (100% in respect of Chris Tinker) out of a maximum bonus potential of 125% of salary (100% Chris Tinker
4025,"Operating expenses EBITDA grew by 26% from £8.0m to £10.1m, part of this growth was due to the improvement in margins from moving the infrastructure into the cloud which now allows the platform to scale globally.","What factor contributed to the 26% growth in Operating Expenses EBITDA, from £8.0m to £10.1m?",the improvement in margins from moving the infrastructure into the cloud which now allows the platform to scale globally
5284,"We suffer financial or reputational damage due to our methods of operation, ill-informed comment or malpractice.",What accounts for the financial or reputational damage?,"our methods of operation, ill-informed comment or malpractice"
1937.b,"Taxable benefits paid to Ben Magara include costs of £58,880 incurred as a result of the provision of security resulting in a year on year increase of 208% in taxable benefits. Excluding the security related costs shows a decrease of 5.7% in the taxable benefits.",What caused the year on year increase of 208% in taxable benefits?,"Taxable benefits paid to Ben Magara include costs of £58,880 incurred as a result of the provision of security"
1270,"Furthermore, in some instances the relevant FUND disclosures have been made in relation to the Group on a consolidated basis rather than in respect of 3i Group plc as a standalone entity. This is because 3i Group plc, as a standalone entity, operates through its group subsidiaries.","3i Group plc is a standalone entity, and, as such, operates through its group subsidiaries. What are its implications?",in some instances the relevant FUND disclosures have been made in relation to the Group on a consolidated basis rather than in respect of 3i Group plc as a standalone entity
2465.b,"In defined benefit pension plans, the level of pension benefit is known. Therefore, the level of contributions required by HSBC will vary due to a number of risks, including: • investments delivering a return below that required to provide the projected plan benefits; HSBC Holdings plc Annual Report and Accounts",What are the reasons the level of contributions required by HSBC will vary?,"a number of risks, including: • investments delivering a return below that required to provide the projected plan benefits; HSB unts"
2709,Commentary: We believe the likelihood of the disclosed synthetics risk materialising has increased owing to the factors described.,What are the implications of the factors described?,We believe the likelihood of the disclosed synthetics risk materialising has increased
2364,"For 2017, the Committee has decided to maintain a condition based on growth in adjusted EPS, free cash flow and revenue measures for the LTIP. Adjusted EPS is considered appropriate as it is easily understood, is a key measure of financial performance",Why is adjusted EPS is considered appropriate?,"it is easily understood, is a key measure of financial performance"
1415,"During 2017 one new analyst initiated the coverage. The report for the second analyst was released in January 2018. As a result, the overall IR KPI was assessed at 80%.",What was the reason for the overall IR KPI being assessed at 80%?,During 2017 one new analyst initiated the coverage The report for the second analyst was released in January 2018
5402,We supported a programme with TFT to build a constructive working relationship with a large palm oil mill. Consultations with employees and subcontracted workers led to an action plan being agreed to remedy issues arising – most of which had been closed out by the end of the year.,What did consultations with employees and subcontracted workers result in?,an action plan being agreed to remedy issues arising – most which closed the the year
6098.2,The Committee considered Mark Seligman as having excellent credentials to step into this key non-executive role with his finance background and experience of chairing audit committees and having been a member of the Board and Audit Committee for over 12 months.,What factors account for the Committee considering Mark Seligman to have excellent credentials for stepping into this key non-executive role?,his finance background and experience of chairing audit committees and having been a member of the Board and Audit Committee for over 12 months
879,There has been increase in GHG emissions against our chosen intensity measures as a result of an increase in fleet vehicle use and more accurate fuel usage by forklift trucks via a telematics system.,What were the causes of the increase in GHG emissions against their chosen intensity measures?,an increase in fleet vehicle use and more accurate fuel usage by forklift trucks via a telematics system
2444,The Company has no employees and consequently no consideration is required to be given to employment conditions elsewhere in setting Directors' fees.,What is the result of the Company having no employees?,no consideration is required to be given to employment conditions elsewhere in setting Directors' fees
1812,"Revenue of £0.5 million (2016: £0.4 million) came from sales of the Parsortix system for research use. Planned investment in studies to develop and validate the clinical application and commercial use of Parsortix increased, resulting in operating costs of £7.8 million (2016: £5.7 million).",What did the operating costs of £7.8 million owe to?,Planned investment in studies to develop and validate the clinical application and commercial use of Parsortix increased
3796,"The Group's net borrowing increased by £13.5m, from £34.1m at 31 March 2016 to £47.6m at 31 March 2017 due to capital expenditure. The Group made deficit contributions to the defined benefit pension schemes of £2.2m (2016: £2.8m).",What was the impact of capital expenditure?,"The Group's net borrowing increased by £13.5m, from £34.1m at 31 March 2016 to £47.6m at 31 March 2017"
1123,"The total net deferred tax asset has reduced to £17.2m (2016: £22.0m), primarily as a result of the reduction in the pension deficit and the deferred tax asset thereon.",What was the primary effect of the reduction in the pension deficit and the deferred tax asset thereon?,"The total net deferred tax asset has reduced to £17.2m (2016: £22.0m),"
5269.3.a,"Given current market conditions we believed that it was appropriate to operate with a lower level of gearing and used the proceeds from asset sales to repay these shares in full, rather than re-financing. Consequently, we have also simplified our corporate structure.",What was the result of the current market conditions?,"we believed that it was appropriate to operate with a lower level of gearing and used the proceeds from asset sales to repay these shares in full, rather than re-financing"
1781,The Leisure Travel business incurs considerable operational costs which are euro and US dollar denominated and is therefore exposed to sudden movements in exchange rates.,What is the reason for Leisure Travel being exposed to sudden movements in exchange rates?,The Leisure Travel business incurs considerable operational costs which are euro and US dollar denominated
5233.a,"There was strong growth in Sauces through barrier products as the conversion from glass and metal to plastic continues. On the other hand, the market for Spreads, in which RPC has a strong market position, showed some decline as butter has gained market share.",What does the strong increase in Sauces through barrier products arise from?,the conversion from glass and metal to plastic continues
1027,The effective tax rate (being the tax rate on adjusted profit) for the year was 27.5% (2016: 26.9%) and the reported tax rate on the statutory profit was 24.1% (2016: 26.7%). The effective tax rate has increased on the prior year principally due to changes in tax legislation.,What was the principal effect of changes in tax legislation?,The effective tax rate has increased on the prior year
1981,The guaranteed product net management fee margin increased by 76 basis points compared to 2016 due to maturities from lower margin products during the year. The Group run rate net management fee margin¹ at 31 December 2017 was 72 basis points.,What were the results of maturities from lower-margin products during the year?,The guaranteed product net management fee margin increased by 76 basis points compared to 2016
1515,"The main variance in revenues (from continuing operations) was in the Group's publishing division, which saw a decrease of 49 per cent or £2.04m year on year. This was predominantly due to the remaining Macclesfield publishing unit withdrawing from the vast majority of its contract publishing titles and owned titles.",What was the main consequence of the remaining Macclesfield publishing unit withdrawing from the vast majority of its contract publishing titles and owned titles?,"The main variance in revenues (from continuing operations) was in the Group's publishing division, which saw a decrease of 49 per cent or £2.04m year on year"
5026.a,"The key strengths of our operating business are our people, our PRISM operating platform, our brand and the strength of our relationships with Universities. We have continued to build on these throughout 2017, resulting in a 12% increase in EPRA earnings to £70.5 million (2016: £62.7 million). This growth has again been driven by high occupancy, rental growth and the impact of portfolio movements, as well as further operational efficiencies and ongoing cost discipline.",What did the continuity of building on the key strengths in 2017 lead to?,a 12% increase in EPRA earnings to £70.5 million (2016: £62.7 million) ff
6098.1,"The Committee considered he had excellent credentials to step into this interim role, having joined Smiths in May 2014 as a non-executive director and having chaired the Company's Audit Committee for almost three years.",What factors contribute to the Committe considering Smiths to have excellent credentials to step into this interim role?,joined Smiths in May 2014 as a non-executive director and having chaired the Company's Audit Committee for almost three years
1434.b,Clontarf had held a 3% royalty on revenue arising from future operations on the Block. Clontarf did not incur any liabilities as a result of Union Oil's decision but wrote off the carrying value of the asset in the financial statements for the year ending 31 December 2017.,What did Union Oil's decision lead to?,Ctarf not incur any liabilities
2386,"The Nationwide Foundation increases the availability of decent affordable homes for people in housing need, thus alleviating social and economic disadvantage in the UK. In 2016/17 the Nationwide Foundation received a donation of £2.8 million from Nationwide Building Society and funded 26 charitable causes.",Why does it alleviate social and economic disadvantage in the UK?,The Nationwide Foundation increases the availability of decent affordable homes for people in housing need
3990,Total net assets at 31 December 2017 were £35.7 million compared to £41.8 million in 2016. The decrease in net assets during the year is due to the loss for the year of £4.6 million and the negative movements in the foreign exchange reserve of £1.5,What were the reasons for the decrease in net assets during the year?,the loss for the year of £4.6 million and the negative movements in the foreign exchange reserve of £1.5
3157,"Our Connected World Services division has also had a good year, generating £21 million of headline EBIT, driven by deepening our existing partnerships. Our relationship with Sprint continues to evolve and we are currently in the process of rolling-out our IT platform, honeybee, across their estate",What caused the Connected World Services division to generate £21 million of headline EBIT?,deepening our existing partnerships
5026.b,"The key strengths of our operating business are our people, our PRISM operating platform, our brand and the strength of our relationships with Universities. We have continued to build on these throughout 2017, resulting in a 12% increase in EPRA earnings to £70.5 million (2016: £62.7 million). This growth has again been driven by high occupancy, rental growth and the impact of portfolio movements, as well as further operational efficiencies and ongoing cost discipline.","What was the result of high occupancy, rental growth, portfolio movements, further operational efficiencies, and ongoing cost discipline?","We have continued to build on these throughout 2017, resulting in a 12% increase in EPRA earnings to £70.5 million (2016: £62.7 million)"
1159,"Due to the Group's current size and complexity, the Audit Committee did not deem it necessary to operate an internal audit function during the year. The Audit Committee was able to satisfy itself as to the proper implementation and operation of controls during the year through the review",What do the Group's current size and complexity imply?,the Audit Committee did not deem it necessary to operate an internal audit function during the year
